2020-11-06:12:07:31,753 DEBUG    [fighter.py:40] Fighter running
2020-11-06:13:54:42,837 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:54:43,220 DEBUG    [fighter.py:118] path found
2020-11-06:13:54:43,221 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:54:43,612 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:54:45,122 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:54:45,123 DEBUG    [fighter.py:107] fighting 6 mobs
2020-11-06:13:54:45,123 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:54:47,776 DEBUG    [fighter.py:118] path found
2020-11-06:13:54:47,776 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:54:53,288 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:54:53,365 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:54:53,365 DEBUG    [fighter.py:107] fighting 6 mobs
2020-11-06:13:54:53,366 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:54:53,367 DEBUG    [fighter.py:118] path found
2020-11-06:13:54:53,367 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:54:54,156 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:54:55,486 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:54:55,486 DEBUG    [fighter.py:107] fighting 5 mobs
2020-11-06:13:54:55,486 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:54:56,550 DEBUG    [fighter.py:118] path found
2020-11-06:13:54:56,551 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:02,313 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:02,401 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:02,401 DEBUG    [fighter.py:107] fighting 5 mobs
2020-11-06:13:55:02,401 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:02,624 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:02,624 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:03,14 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:04,809 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:04,810 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:55:04,810 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:05,201 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:05,201 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:10,755 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:10,840 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:10,840 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:55:10,840 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:11,127 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:11,127 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:12,124 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:13,900 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:13,900 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:55:13,900 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:13,976 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:18,163 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:18,277 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:18,278 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:55:18,278 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:18,843 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:18,843 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:19,431 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:20,825 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:20,825 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:55:20,825 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:21,124 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:21,124 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:21,650 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:23,161 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:23,161 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:55:23,161 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:23,460 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:23,460 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:23,952 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:26,374 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:55:26,741 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:55:26,741 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:55:27,461 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:55:27,462 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:55:29,559 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:55:29,560 INFO     [bot.py:58] Enter combat took: 2.097672199999579
2020-11-06:13:55:31,209 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:31,287 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:31,287 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:55:31,287 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:31,401 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:31,402 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:35,30 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:35,104 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:35,105 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:55:35,105 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:35,536 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:35,537 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:39,150 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:39,228 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:39,228 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:55:39,228 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:39,745 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:39,745 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:40,368 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:42,809 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:55:43,354 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:43,354 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:55:43,354 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:55:43,354 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:55:44,506 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:55:44,507 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:55:46,442 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:55:46,442 INFO     [bot.py:58] Enter combat took: 1.935176599999977
2020-11-06:13:55:48,93 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:48,170 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:48,170 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:55:48,170 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:48,472 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:48,473 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:49,77 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:55:50,320 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:50,320 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:55:50,321 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:50,400 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:50,400 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:55,467 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:55:55,543 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:55,544 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:55:55,544 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:57,368 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:55:57,368 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:55:57,369 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:55:57,673 DEBUG    [fighter.py:118] path found
2020-11-06:13:55:57,673 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:55:58,670 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:56:00,673 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:56:00,972 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:00,972 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:56:00,973 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:56:00,973 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:03,74 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:56:03,74 DEBUG    [bot.py:42] Current map (9, -20)
2020-11-06:13:56:03,620 INFO     [bot.py:99] Current map coords: (9, -20)
2020-11-06:13:56:03,620 DEBUG    [bot.py:101] Changing map to destination (10, -20)
2020-11-06:13:56:08,273 INFO     [bot.py:109] Change map took 4.6515666000004785
2020-11-06:13:56:08,838 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:08,986 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:56:08,986 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:56:10,949 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:56:10,950 INFO     [bot.py:58] Enter combat took: 1.9626390000003084
2020-11-06:13:56:12,600 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:12,675 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:12,675 DEBUG    [fighter.py:107] fighting 5 mobs
2020-11-06:13:56:12,676 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:14,215 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:14,215 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:56:14,215 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:14,532 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:14,532 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:15,53 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:56:16,798 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:16,798 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:56:16,798 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:17,93 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:17,93 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:17,589 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:56:21,26 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:21,102 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:21,102 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:56:21,103 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:21,410 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:21,411 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:22,410 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:56:23,954 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:23,954 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:56:23,954 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:24,279 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:24,280 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:27,515 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:27,592 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:27,592 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:56:27,592 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:27,876 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:27,876 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:31,486 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:31,565 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:31,565 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:56:31,566 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:31,853 DEBUG    [fighter.py:118] path found
2020-11-06:13:56:31,853 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:56:32,254 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:56:34,178 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:56:34,608 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:34,608 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:56:34,608 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:56:34,608 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:34,689 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:56:34,690 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:56:37,159 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:56:37,159 INFO     [bot.py:58] Enter combat took: 2.4687708999999813
2020-11-06:13:56:38,793 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:38,870 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:38,870 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:56:38,870 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:40,970 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:40,970 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:56:40,970 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:43,484 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:56:43,983 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:43,983 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:56:43,983 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:56:43,983 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:45,539 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:56:45,540 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:56:47,870 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:56:47,870 INFO     [bot.py:58] Enter combat took: 2.3302542999999787
2020-11-06:13:56:49,504 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:56:49,580 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:49,580 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:56:49,580 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:56:51,579 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:56:51,957 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:56:51,957 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:56:51,957 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:56:51,957 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:54,69 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:56:54,70 DEBUG    [bot.py:42] Current map (10, -20)
2020-11-06:13:56:54,617 INFO     [bot.py:99] Current map coords: (10, -20)
2020-11-06:13:56:54,618 DEBUG    [bot.py:101] Changing map to destination (10, -19)
2020-11-06:13:56:58,184 INFO     [bot.py:109] Change map took 3.5649741999995967
2020-11-06:13:56:58,712 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:56:58,842 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:56:58,843 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:57:03,843 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:57:03,843 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:03,932 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:57:03,933 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:57:08,933 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:57:08,933 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:09,23 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:57:09,24 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:57:14,24 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:57:14,24 DEBUG    [bot.py:42] Current map (10, -19)
2020-11-06:13:57:14,552 INFO     [bot.py:99] Current map coords: (10, -19)
2020-11-06:13:57:14,552 DEBUG    [bot.py:101] Changing map to destination (10, -20)
2020-11-06:13:57:18,24 INFO     [bot.py:109] Change map took 3.471164499999759
2020-11-06:13:57:18,578 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:20,742 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:57:20,742 DEBUG    [bot.py:42] Current map (10, -20)
2020-11-06:13:57:21,279 INFO     [bot.py:99] Current map coords: (10, -20)
2020-11-06:13:57:21,279 DEBUG    [bot.py:101] Changing map to destination (11, -20)
2020-11-06:13:57:25,834 INFO     [bot.py:109] Change map took 4.55370049999965
2020-11-06:13:57:26,433 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:28,312 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:57:28,343 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:57:31,463 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:57:31,464 INFO     [bot.py:58] Enter combat took: 3.120265300000028
2020-11-06:13:57:33,98 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:57:33,174 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:57:33,175 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:57:33,175 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:57:33,469 DEBUG    [fighter.py:118] path found
2020-11-06:13:57:33,469 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:57:34,533 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:57:36,242 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:57:36,242 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:57:36,242 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:57:36,563 DEBUG    [fighter.py:118] path found
2020-11-06:13:57:36,564 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:57:37,52 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:57:38,762 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:57:38,762 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:57:38,762 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:57:39,75 DEBUG    [fighter.py:118] path found
2020-11-06:13:57:39,75 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:57:40,71 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:57:41,808 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:57:42,42 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:57:42,42 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:44,142 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:57:44,142 DEBUG    [bot.py:42] Current map (11, -20)
2020-11-06:13:57:44,654 INFO     [bot.py:99] Current map coords: (11, -20)
2020-11-06:13:57:44,654 DEBUG    [bot.py:101] Changing map to destination (10, -20)
2020-11-06:13:57:49,306 INFO     [bot.py:109] Change map took 4.651552299999821
2020-11-06:13:57:49,828 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:51,970 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:57:51,970 DEBUG    [bot.py:42] Current map (10, -20)
2020-11-06:13:57:52,509 INFO     [bot.py:99] Current map coords: (10, -20)
2020-11-06:13:57:52,509 DEBUG    [bot.py:101] Changing map to destination (11, -20)
2020-11-06:13:57:55,315 INFO     [bot.py:109] Change map took 2.8047355000007883
2020-11-06:13:57:55,857 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:57:58,20 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:57:58,20 DEBUG    [bot.py:42] Current map (11, -20)
2020-11-06:13:57:58,548 INFO     [bot.py:99] Current map coords: (11, -20)
2020-11-06:13:57:58,549 DEBUG    [bot.py:101] Changing map to destination (10, -20)
2020-11-06:13:58:01,25 INFO     [bot.py:109] Change map took 2.476544300000569
2020-11-06:13:58:01,559 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:58:03,720 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:58:03,720 DEBUG    [bot.py:42] Current map (10, -20)
2020-11-06:13:58:04,251 INFO     [bot.py:99] Current map coords: (10, -20)
2020-11-06:13:58:04,251 DEBUG    [bot.py:101] Changing map to destination (11, -20)
2020-11-06:13:58:06,620 INFO     [bot.py:109] Change map took 2.3676814000000377
2020-11-06:13:58:07,149 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:58:09,293 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:58:09,294 DEBUG    [bot.py:42] Current map (11, -20)
2020-11-06:13:58:09,826 INFO     [bot.py:99] Current map coords: (11, -20)
2020-11-06:13:58:09,826 DEBUG    [bot.py:101] Changing map to destination (11, -19)
2020-11-06:13:58:14,447 INFO     [bot.py:109] Change map took 4.620385299999725
2020-11-06:13:58:14,988 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:58:15,73 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:58:15,74 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:58:18,560 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:58:18,560 INFO     [bot.py:58] Enter combat took: 3.4863234000004013
2020-11-06:13:58:20,195 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:58:20,269 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:20,269 DEBUG    [fighter.py:107] fighting 7 mobs
2020-11-06:13:58:20,270 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:22,204 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:22,204 DEBUG    [fighter.py:107] fighting 6 mobs
2020-11-06:13:58:22,205 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:24,256 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:24,257 DEBUG    [fighter.py:107] fighting 5 mobs
2020-11-06:13:58:24,257 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:34,826 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:58:34,904 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:34,904 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:58:34,904 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:36,973 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:36,973 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:58:36,973 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:38,721 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:38,722 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:58:38,722 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:39,20 DEBUG    [fighter.py:118] path found
2020-11-06:13:58:39,21 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:58:40,114 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:58:44,603 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:58:44,681 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:44,681 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:58:44,681 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:46,995 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:58:47,472 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:47,472 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:58:47,472 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:58:47,473 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:58:48,60 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:58:48,60 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:58:49,992 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:58:49,992 INFO     [bot.py:58] Enter combat took: 1.9313298999995823
2020-11-06:13:58:51,626 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:58:51,707 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:51,707 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:58:51,707 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:58:54,318 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:58:54,596 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:58:54,596 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:58:54,596 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:58:54,596 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:58:56,670 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:58:56,670 DEBUG    [bot.py:42] Current map (11, -19)
2020-11-06:13:58:57,207 INFO     [bot.py:99] Current map coords: (11, -19)
2020-11-06:13:58:57,207 DEBUG    [bot.py:101] Changing map to destination (11, -20)
2020-11-06:13:59:02,364 INFO     [bot.py:109] Change map took 5.1552560999998605
2020-11-06:13:59:02,896 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:59:05,62 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:59:05,62 DEBUG    [bot.py:42] Current map (11, -20)
2020-11-06:13:59:05,599 INFO     [bot.py:99] Current map coords: (11, -20)
2020-11-06:13:59:05,599 DEBUG    [bot.py:101] Changing map to destination (11, -19)
2020-11-06:13:59:07,334 INFO     [bot.py:109] Change map took 1.7343298999994659
2020-11-06:13:59:07,865 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:59:10,43 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:59:10,43 DEBUG    [bot.py:42] Current map (11, -19)
2020-11-06:13:59:10,594 INFO     [bot.py:99] Current map coords: (11, -19)
2020-11-06:13:59:10,594 DEBUG    [bot.py:101] Changing map to destination (12, -19)
2020-11-06:13:59:15,798 INFO     [bot.py:109] Change map took 5.201930100000027
2020-11-06:13:59:16,333 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:59:16,464 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:59:16,465 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:59:20,5 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:59:20,5 INFO     [bot.py:58] Enter combat took: 3.5398289000004297
